000000000000000001103f9db52a59bedd7bb36cf79c1a72f974141de1ed1102	230	100883	1881735754	530675	10987	2084191	2267198	4440	1886734128	2643750	61706	1886909790	17294345	16687	3854481360	16872	32721	5761457231
000000000000000001af1f3b918b4ea4d536c8c3970eee87de02dbb072053805	2565	99613	12915118726	2729715	6030	749519	12457645	1120	12931162368	26623959	24282	12931314714	21776247	10471	1494888780	12404	28428	14474679285
0000000000000000012bb26d3e2a35cf14646259922f3f505ac0bde3a3174fc7	56	129132	238905069	140995	5234	586016	536985	1505	240304936	1012920	14289434	240429057	7151964	12673	303754464	12700	28135	566691347
000000000000000001a3a2c0b074b414402c309c923cd7f7951cf9f17c76a5ab	3	148348	18653009	113501	5864	32694	86363	1058	19040837	195889	33747	19126799	274507	10920	9020886	9920	48277	28720945
000000000000000000a4136296f9c34232a3da106f03020614025025959885bf	226	102984	1433581772	296448	6240	1403289	563956	1847	1435956536	2391493	4384687	1436089160	13882932	14275	1315576787	10699	56127	2772406160
000000000000000000b2a709401b50308ab488d7ad046b4cf0498c40e50b1de6	65	210953	296337365	146717	6884	512828	1689514	1630	298905891	2232062	36494	299069033	3679689	16067	339480346	12549	28615	644554855
000000000000000001d8079a371e7797bc129f327daea8aaa20a0a6d78128d29	119	166953	552407842	238535	8275	500704	1884734	1462	555208505	2665128	34297	555333655	12937628	13414	457297957	11277	29020	1028322376
000000000000000001fa5ec843dc67e9b5c99c0cf6454a3304a8fd6b06d50113	152	192626	688050432	267218	6911	764281	171392	1840	689454700	2251278	36391	689604155	3536498	15620	52420080	11030	57211	747932263
000000000000000000c8c527f912097b190336e9cda8563507f4e24ae32dd3c1	631	194805	2601814353	723351	7253	3823397	1006780	1640	2607571579	10238290	32831	2607709857	13282489	11323	653376297	16985	20913	3284688985
00000000000000000106f8b1a63607bff2dae37629b9a89ae6159ec060aa24b9	111	167002	532048295	204446	8292	644316	801748	1750	533875849	2055253	3867357	534018047	10708629	13515	324266413	13327	54821	874997362
000000000000000001904bd2669e565142fe98f41e4f3679f28daa0af6ae25f0	44	100371	196808630	130257	5585	448471	1249080	2390	198744784	477407	25558	198886524	1943657	14274	98456546	13832	49037	299866835
000000000000000001cf32e0bf85a998832df9dce72573c56c95384877810fd4	56	192266	223049723	140618	6680	555303	803574	1614	224749778	1144324	16903	224907679	2253252	15096	126947633	13545	29886	355328318
000000000000000001b38e4f731f886f62d606eba3c30f0311ab37c0090c3389	151	196235	560713223	189014	6177	984657	333308	1713	562424327	2584528	38396	562583456	4703443	16943	49921498	15733	26916	619890913
0000000000000000018508519c70c42668fae9ee5bdc3858e13b471569fa2b35	839	100543	3187927165	755583	5760	3070852	1843634	2560	3193706097	6821637	3390065	3193844809	13518105	9743	321628661	12650	26787	3539252457
00000000000000000170ea97b25beb1f25ea5eda8062e7841404d841f455702e	48	270010	185647840	167254	8971	507591	283052	2104	186886822	1202542	8652311	187020949	4262099	15120	107507000	12068	44724	308716813
000000000000000000356e71cd88f80eb3107bf27db78f2a3c1b537ebf2b3ba0	31	103786	151401893	120924	6738	315123	145532	2817	152096813	616308	5954026	152245841	1825578	13945	65012283	13190	53453	225734624
000000000000000000bccb424a1bdb868720414a6b2ba4364adfa5bc7e24d973	105	189676	440362537	178854	6922	758447	281959	1900	441780295	2001583	34918	441956036	5457894	15510	217646530	11304	60273	667184048
