000000000000000001103f9db52a59bedd7bb36cf79c1a72f974141de1ed1102	230	211743	786350532	364870	9071	1347397	2204294	3670	790491577	6524536	75137	790637599	28439893	21797	3686965590	24384	87894	4512776830
000000000000000001af1f3b918b4ea4d536c8c3970eee87de02dbb072053805	2565	101791	2863949957	1482530	3680	5953649	3564250	780	2875056637	26878048	23133	2875141577	33307934	11212	1154577905	12364	75806	4090027979
0000000000000000012bb26d3e2a35cf14646259922f3f505ac0bde3a3174fc7	56	208062	59694199	125671	5355	562896	749540	1424	61347147	1159748	14365048	61485447	7368803	13727	289098742	16160	52433	373560108
000000000000000001a3a2c0b074b414402c309c923cd7f7951cf9f17c76a5ab	3	192119	4919683	60268	3410	24026	69013	1382	5269901	185742	32858	5365295	447391	15514	5482345	13824	47543	11590512
000000000000000000a4136296f9c34232a3da106f03020614025025959885bf	226	238377	457341352	367918	5806	1209730	1111048	1421	460275652	3947560	3854924	460394070	8852972	12923	1254577153	12633	53050	1731705285
000000000000000000b2a709401b50308ab488d7ad046b4cf0498c40e50b1de6	65	195099	69412255	146340	9729	489967	1969991	1650	72225031	2216984	36184	72358289	3147545	14646	299258063	12668	61376	377105755
000000000000000001d8079a371e7797bc129f327daea8aaa20a0a6d78128d29	119	162864	146106645	185185	5187	763611	851510	928	148075930	2846021	32820	148176102	9129832	12433	406456860	16603	36191	566706862
000000000000000001fa5ec843dc67e9b5c99c0cf6454a3304a8fd6b06d50113	152	182704	176510882	304830	7318	469223	326808	1507	177803272	2237435	36548	177921470	2557617	12627	30299001	13510	48351	213126559
000000000000000000c8c527f912097b190336e9cda8563507f4e24ae32dd3c1	631	101038	624961950	858769	5333	3087594	1002304	1062	630018050	5365451	18783	630136098	16649997	14101	533878233	10896	60399	1186133958
00000000000000000106f8b1a63607bff2dae37629b9a89ae6159ec060aa24b9	111	262070	129011158	183006	4766	685077	542523	1490	130690090	2529557	4940284	130790700	8161966	13733	285878182	17287	36087	432367796
000000000000000001904bd2669e565142fe98f41e4f3679f28daa0af6ae25f0	44	195352	42628907	116191	4962	463064	150242	1666	43560384	920203	35034	43681516	2364969	13180	81221371	14646	57732	128308651
000000000000000001cf32e0bf85a998832df9dce72573c56c95384877810fd4	56	149515	84902576	146918	7834	479507	189299	1450	85877099	1480495	33081	86010604	2430003	15010	109771647	16040	32284	199789164
000000000000000001b38e4f731f886f62d606eba3c30f0311ab37c0090c3389	151	195652	170352233	240816	7609	803022	397633	1242	171998207	2529591	35017	172126219	4053320	20494	19481137	14129	55100	198315007
0000000000000000018508519c70c42668fae9ee5bdc3858e13b471569fa2b35	839	177024	908866824	616762	5368	2484968	1830737	1064	913982747	12583931	3854507	914094655	14421600	9110	204451191	14013	34984	1149463991
00000000000000000170ea97b25beb1f25ea5eda8062e7841404d841f455702e	48	195466	39623134	110506	4290	405226	482506	1513	40822641	1121639	8051091	40943169	4368551	13233	87968617	13318	27298	142506916
000000000000000000356e71cd88f80eb3107bf27db78f2a3c1b537ebf2b3ba0	31	194815	47371390	88371	4660	341307	173268	1283	48175094	710918	6271368	48320768	2107297	15187	55694786	14736	27301	113162361
000000000000000000bccb424a1bdb868720414a6b2ba4364adfa5bc7e24d973	105	181265	100293643	203882	6228	654835	280339	950	101621142	1720106	29087	101752104	4856999	17810	193298401	14083	60616	301749206
000000000000000000a2e4a761e66cc89fd3bd4741d74e1951f48053bfe5ee6f	49	195893	74519210	114179	5172	376557	232005	1537	75444553	1044657	37844	75561018	2579124	13317	71704822	12240	48260	151001282
0000000000000000019253f8e7c346b8474d1c5c9c5871a8d027329aadb67a6b	22	143999	20347373	58430	4310	185702	210010	1133	20950957	373235	14931	21048292	1002065	10390	28258202	11342	48826	50767283
00000000000000000120113cc99d5905a36e329816ca30314a6fd53be26ff992	29	188625	33373885	67940	3787	355230	129602	1117	34120186	632296	28854	34240433	2162485	11576	35856047	13687	28107	72973485
0000000000000000005eb730cf8490ad6977a7901d138beec13f506abd6a62d8	34	189515	32068634	74148	4500	422507	868857	1316	33629477	835249	31804	33727955	2166596	11630	71235634	16597	52147	108077612
