block hash	block height	tx count	inputs count	block size	check	handle check	accept	connect	handle connect	reorg	handle reorg	call handler	total	t1 - t0  accept part	t2 - t1 populate	t3 - t2 handle_populated block->accept()	t4 - t3 handle_populated other	t5 - t4 handle_populated for	t6 - t5 accept_transactions	t7 - t6 handle_accepted	total
0000000000000000019210553e104ed00469a896b09402032e03daee39541955	545682	15	19	4450	282896	436470	1706385	838920	8239	10752550	10717	61753	14097930	129073	1347453	46064	2946	82589	39142	947	1648214
00000000000000000219b11434af423099994743181f948168312c6ca1a05978	545683	6	12	2203	158917	489299	1374553	376437	6462	4722157	9289	15690	7152804	128896	1062732	29285	3146	32337	60962	914	1318272
0000000000000000014e5b4c7b8eb10e734fed33b70e3dbc398a7e3852f1ee68	545684	31	45	9436	262480	8378	2837234	1367284	7616	20195540	9524	65897	24753953	83944	2428606	34244	1748	187065	37673	1056	2774336
0000000000000000010a5d0336b42a7e03a625ab660c874d4aa0a631183f19d6	545685	50	84	18559	874332	829885	4916788	2619399	9878	29291042	10714	61963	38614001	130547	4383819	53871	3285	254420	20611	1428	4847981
000000000000000001bdedb878c229bedec396a89b18c426d864dd175609e6e0	545686	5	6	1450	132857	355106	2468745	313466	7191	3318230	10254	16525	6622374	126596	2172757	30270	3300	44468	41516	857	2419764
000000000000000001320b980c256b338d922c5dac2ba39d916a9c36048ee1f0	545687	59	122	25049	1088010	24010	5020249	4165665	10302	40984849	7337	17211	51317633	128899	3748326	53886	2718	240092	776999	702	4951622
0000000000000000001a815ed52972c784329364bda567b2ddf180b68f6c9daa	545688	84	144	29916	808022	1120241	8204661	4369744	9918	78077207	8362	18885	92617040	99256	7494744	103637	3507	303613	125552	936	8131245
000000000000000000ceb5dd8b3cfdd3c57d8312eea4024bf0791c01b65c0b3c	545689	32	58	13673	302053	1476917	2353963	2037612	6845	20060064	10455	64823	26312732	84798	1907214	51664	3749	192701	64573	691	2305390
000000000000000000a0a6f572d03687c11cc8997d5529ed15ca3dbb703f8c6b	545690	4	7	1319	76682	1227111	798936	321589	6458	2542240	9353	60765	5043134	85877	554906	26722	2768	17715	53004	1019	742011
000000000000000001d3e127402a4fbf9d0d72df8d28b6e5153210338abb771b	545691	299	417	89118	4538153	18183	21875139	10547623	10713	144958667	10704	20848	181980030	130883	20507452	262297	4432	224218	669932	931	21800145
